-1.4225,1.7061,1.0253,-0.84939,3.2026,2.23,-2.0815
-0.42067,0.58414,1.7404,-2.66,-0.17093,-1.7725,2.5161
NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.10949,-0.57177,0.44417,0.19716,0.033659,0.30092,NaN
0.35061,-0.50798,0.36537,0.35469,0.46954,0.099681,NaN
0.58907,0.5991,0.35523,0.38117,0.45359,0.054305,NaN
0.47812,-0.067765,0.41852,0.068947,0.13556,0.4028,NaN
0.49551,0.38137,0.52554,0.19922,0.36586,0.019854,NaN
-0.15944,-0.42337,0.40471,0.058306,0.11288,0.47001,NaN
-0.16719,-0.2298,0.43231,0.45034,0.051317,0.46956,NaN
0.20184,0.47971,0.51026,0.077946,0.13887,0.2284,NaN
0.40839,0.23233,0.39828,0.3472,0.039155,0.040823,NaN
-0.091081,0.58921,0.51018,0.23461,0.20525,0.043243,NaN
