-1.1241,1.2656,-0.13325,-0.0045908,-0.89686,-1.9304,-0.94915
-2.6508,1.1427,-0.17133,-0.0058363,4.6624,1.947,-2.0549
NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.090447,-0.57758,0.51314,0.17612,0.21541,0.389,NaN
0.35004,-0.36763,0.4656,0.4223,0.1957,0.20717,NaN
0.36043,-0.001035,0.37873,0.14275,0.28755,0.1144,NaN
0.60415,0.05095,0.26937,0.13968,0.28652,0.33364,NaN
0.56242,0.57936,0.27355,0.18749,0.016639,0.050341,NaN
-0.10501,0.60491,0.43817,0.23542,0.43451,0.13866,NaN
-0.11163,-0.31585,0.4228,0.31384,0.13139,0.058354,NaN
0.57245,0.39074,0.41862,0.082171,0.15477,0.020494,NaN
0.58456,-0.1805,0.47945,0.1088,0.023636,0.31917,NaN
0.50769,-0.5971,0.48032,0.34627,0.024575,0.072209,NaN
