-1.6347,1.5848,0.89263,-0.76924,-3.0715,2.23,-2.1991
0.10918,-2.2498,-0.16933,-0.0057959,-1.3323,-1.6415,2.2585
NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.45018,0.26948,0.3056,0.051144,0.16017,0.1564,NaN
0.57457,-0.33236,0.30764,0.052416,0.050336,0.3194,NaN
0.55634,0.59888,0.53332,0.38737,0.1945,0.29475,NaN
0.010452,-0.53348,0.32366,0.1109,0.017634,0.4492,NaN
0.29449,-0.46903,0.37572,0.16438,0.34202,0.3613,NaN
-0.057851,-0.21118,0.28674,0.090813,0.11044,0.2549,NaN
0.57802,-0.037594,0.32775,0.25975,0.28594,0.034436,NaN
0.24801,0.050621,0.29552,0.038821,0.41046,0.40582,NaN
0.13002,0.44027,0.54727,0.20266,0.061349,0.10017,NaN
0.60089,0.17954,0.48519,0.30743,0.056401,0.050335,NaN
