-3.1863,2.2114,0.17142,0.0058629,1.3722,-1.4939,2.2176
0.41669,1.5164,-1.0355,-0.7168,-0.9895,-0.61968,-0.86733
NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.1216,-0.55568,0.4709,0.30555,0.41981,0.41169,NaN
0.15292,0.59263,0.34249,0.48861,0.055907,0.39097,NaN
0.23571,-0.5832,0.41011,0.056091,0.49898,0.068073,NaN
0.54753,0.36606,0.50818,0.11936,0.17196,0.1093,NaN
-0.14449,0.43458,0.33128,0.22221,0.10967,0.055524,NaN
0.31429,0.12949,0.37771,0.18859,0.0584,0.24347,NaN
0.3124,0.37736,0.32876,0.097095,0.10099,0.48704,NaN
0.57653,0.024294,0.40325,0.070076,0.27476,0.071635,NaN
-0.13171,-0.032795,0.51344,0.12155,0.36907,0.020395,NaN
0.021324,0.050495,0.5132,0.012941,0.15144,0.13776,NaN
