-1.0837,1.3796,-0.15244,-0.0052375,-1.086,-1.896,-1.1807
-1.0319,1.8669,0.14326,0.0049294,0.98985,1.9161,1.0434
NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.57096,-0.30407,0.27886,0.37045,0.48661,0.37593,NaN
-0.014209,-0.38447,0.48118,0.043157,0.048941,0.23229,NaN
0.59856,0.023533,0.3744,0.43661,0.012228,0.2972,NaN
-0.14515,-0.40726,0.39312,0.051914,0.037047,0.44248,NaN
-0.026203,-0.16865,0.53185,0.41613,0.010466,0.091749,NaN
-0.085662,-0.56631,0.4109,0.11062,0.1002,0.12732,NaN
0.19837,-0.38982,0.474,0.15109,0.13366,0.24351,NaN
-0.12126,0.42453,0.48647,0.11613,0.023402,0.10699,NaN
-0.10316,0.24566,0.49392,0.071378,0.088598,0.24943,NaN
0.22556,-0.17631,0.26444,0.060949,0.061645,0.27847,NaN
