-1.2733,1.2271,-0.57548,-2.0392,-0.11548,-0.66011,-0.44803
2.1558,-1.5283,-1.2092,0.18639,2.9044,-2.23,-1.4158
NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.49679,-0.41854,0.40903,0.18636,0.01055,0.25675,NaN
-0.1598,-0.55078,0.45769,0.117,0.094995,0.25188,NaN
0.25102,-0.19224,0.30678,0.10347,0.044747,0.32187,NaN
0.27834,-0.54323,0.39294,0.44286,0.03867,0.16074,NaN
-0.16364,0.14222,0.53501,0.056151,0.2551,0.17978,NaN
0.51005,-0.07243,0.49383,0.12375,0.078544,0.28158,NaN
0.23295,-0.36009,0.42003,0.029899,0.1187,0.080743,NaN
-0.02511,-0.22672,0.27416,0.12225,0.089179,0.38172,NaN
0.5545,-0.20695,0.42259,0.30337,0.026192,0.096715,NaN
-0.17056,0.28281,0.29074,0.10515,0.051964,0.056132,NaN
