-1.2896,1.7594,-1.21,0.46129,-0.81146,0.81388,-0.85423
0.57842,-1.4462,1.1911,-1.496,0.1398,1.0991,-1.0205
NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.39296,-0.48096,0.35844,0.085546,0.15677,0.33081,NaN
-0.154,-0.57313,0.54642,0.29193,0.0613,0.45579,NaN
0.16708,-0.24867,0.3819,0.091914,0.12653,0.2795,NaN
0.55592,0.43449,0.31595,0.035039,0.18689,0.095721,NaN
0.49651,0.06118,0.35873,0.14321,0.40424,0.044933,NaN
-0.17512,0.53554,0.49324,0.025852,0.2834,0.018961,NaN
0.27885,0.40714,0.49574,0.026374,0.49004,0.1022,NaN
0.58044,-0.49563,0.37518,0.032345,0.4975,0.084434,NaN
0.12463,-0.57935,0.39863,0.085489,0.020011,0.43393,NaN
0.493,0.39625,0.51715,0.16213,0.49911,0.049318,NaN
