1.035,1.3086,-1.1577,2.2918,-0.5883,0.52872,-0.96166
-0.88773,-0.37523,-0.06362,0.58874,-0.99932,-1.5884,-0.13487
NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.02533,0.60566,0.38084,0.19126,0.39474,0.36574,NaN
-0.074007,0.22952,0.54499,0.37603,0.13788,0.47799,NaN
0.53218,-0.51019,0.39133,0.258,0.087847,0.061843,NaN
0.56594,-0.0096127,0.44963,0.22655,0.35857,0.018847,NaN
-0.17489,-0.56664,0.3955,0.11127,0.22166,0.25458,NaN
0.37056,0.47622,0.45641,0.16439,0.099373,0.24238,NaN
0.59787,0.059722,0.28129,0.22164,0.31089,0.15532,NaN
0.41274,0.27655,0.47609,0.23762,0.045764,0.015954,NaN
0.25643,0.13794,0.43609,0.047323,0.022988,0.1042,NaN
0.53953,0.43354,0.53397,0.015136,0.053342,0.42341,NaN
