-0.92023,0.38234,-0.49205,-1.391,0.12076,-0.67047,-0.42664
1.0397,0.23273,-0.79765,-1.693,1.2416,1.6019,-1.5294
NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.03931,0.60196,0.2962,0.40131,0.31819,0.33434,NaN
0.37703,0.24969,0.42677,0.010798,0.43359,0.3152,NaN
0.12641,-0.39635,0.25508,0.23962,0.021068,0.1736,NaN
0.5902,-0.26603,0.54714,0.35898,0.084882,0.12896,NaN
0.58163,-0.12155,0.25302,0.1776,0.40709,0.10421,NaN
0.48196,-0.57577,0.29852,0.2122,0.05719,0.3889,NaN
-0.15005,0.31997,0.26074,0.30474,0.087452,0.010476,NaN
0.17461,-0.51971,0.35462,0.062439,0.070757,0.40712,NaN
0.59971,0.59273,0.34717,0.12402,0.1901,0.095056,NaN
0.58374,0.15726,0.50251,0.011885,0.19543,0.096596,NaN
