-1.0811,1.0814,-1.0026,2.1095,-0.5157,1.0985,-0.83392
0.25974,0.057539,1.468,2.0239,1.34,1.3585,1.0912
NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.55524,0.10973,0.37578,0.13732,0.26496,0.43405,NaN
0.58507,0.47916,0.38658,0.23499,0.052431,0.31819,NaN
-0.036107,-0.58151,0.36952,0.44629,0.29082,0.23832,NaN
0.34713,-0.24573,0.30134,0.32248,0.22417,0.13055,NaN
0.22511,0.52734,0.53262,0.15623,0.017706,0.49769,NaN
0.56617,-0.5136,0.4966,0.34422,0.085637,0.018894,NaN
0.50859,-0.24663,0.5253,0.044344,0.22314,0.15404,NaN
0.56472,-0.57635,0.36233,0.25547,0.068378,0.06404,NaN
0.28989,-0.5733,0.50165,0.010097,0.19738,0.4017,NaN
-0.081516,-0.2916,0.28079,0.22971,0.015243,0.2061,NaN
