1.2228,-1.7823,-1.2776,2.2004,0.61049,-0.58814,1.0563
0.71459,0.42914,1.3177,-0.29883,-0.22026,-1.7041,0.38574
NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.38465,-0.072886,0.51202,0.098621,0.2351,0.25707,NaN
0.17654,-0.57122,0.26665,0.19186,0.12816,0.10133,NaN
0.19977,-0.35855,0.47807,0.1409,0.10016,0.025833,NaN
0.51372,-0.40907,0.29117,0.092128,0.01967,0.2501,NaN
-0.057429,-0.57814,0.52825,0.44216,0.080396,0.14316,NaN
0.57611,0.14717,0.33222,0.29592,0.015983,0.25574,NaN
0.14039,-0.19591,0.27217,0.034094,0.044921,0.094109,NaN
-0.013409,0.30965,0.52931,0.20827,0.21077,0.10837,NaN
0.47818,-0.58605,0.30213,0.16071,0.10151,0.059423,NaN
0.5785,-0.13841,0.36614,0.038449,0.34721,0.1788,NaN
