1.2862,0.81086,-1.5369,-1.2668,-0.30303,-0.41046,-0.50457
-1.0697,1.6584,-0.40094,1.6486,-1.3688,1.0215,0.16392
NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.2444,-0.53294,0.28053,0.06149,0.18578,0.21927,NaN
0.59149,0.32703,0.39849,0.12134,0.017903,0.26271,NaN
0.52242,-0.11572,0.52774,0.38497,0.29626,0.46362,NaN
0.58873,0.16641,0.45489,0.35308,0.10481,0.021448,NaN
0.1708,0.58015,0.28903,0.18129,0.013715,0.31431,NaN
0.54986,0.60414,0.49773,0.32761,0.35306,0.21984,NaN
-0.17825,0.3929,0.51897,0.02134,0.32909,0.1831,NaN
0.52167,-0.55676,0.52942,0.32914,0.17838,0.4072,NaN
0.069806,-0.60604,0.44141,0.13179,0.095246,0.42226,NaN
-0.17405,-0.26509,0.26604,0.13912,0.052068,0.11676,NaN
