-0.27517,0.61647,0.91384,-1.1263,-0.99365,-1.6952,0.65647
0.71004,-2.0638,-0.80939,-0.7041,0.68601,0.79994,0.3518
NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.58889,0.27524,0.31907,0.016127,0.10344,0.36714,NaN
0.038494,-0.44478,0.38976,0.1944,0.37604,0.095026,NaN
0.18415,0.27837,0.38921,0.1941,0.1354,0.14827,NaN
0.55319,-0.55558,0.34519,0.46061,0.29353,0.3921,NaN
0.55139,-0.24511,0.46098,0.46851,0.12711,0.35844,NaN
0.39167,0.44344,0.28154,0.11557,0.027514,0.34039,NaN
0.061343,-0.17336,0.49428,0.036748,0.013674,0.062426,NaN
0.4433,0.13044,0.35719,0.028328,0.41706,0.1189,NaN
-0.084778,0.4252,0.34213,0.071842,0.054291,0.47903,NaN
0.15147,0.60435,0.42631,0.48792,0.0267,0.44338,NaN
